frame,IMCP_side_joint,IMCP_front_joint,IPIP_joint,IDIP_joint,MMCP_side_joint,MMCP_front_joint,MPIP_joint,MDIP_joint,RMCP_side_joint,RMCP_front_joint,RPIP_joint,RDIP_joint,metacarpal_joint,PMCP_side_joint,PMCP_front_joint,PPIP_joint,PDIP_joint,TMCP_rotation_joint,TMCP_front_joint,TPIP_side_joint,TPIP_front_joint,TDIP_joint
0,-0.03726483897138387,0.4399800992179931,0.2226882913069983,0.23974638653934907,-0.17453292519943295,1.7453292519943295,1.5707963267948966,0.08625932411741938,0.17453292519943295,0.41158314981298627,1.5707963267948966,1.5707963267948966,0.32826294942827244,0.17453292519943295,0.32826294942827244,0.0025727189539039895,1.5707963267948966,-0.26421911251844316,0.49489106553871964,0.5235987755982988,0.20943951023931956,0.021974405790527896
